epoch,accuracy,auc,f1_score,fn,fp,loss,lr,mcc,npv,precision,recall,specificity,tn,tp,val_accuracy,val_auc,val_f1_score,val_fn,val_fp,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity,val_tn,val_tp
0,0.6312500238418579,0.6607803702354431,0.6192293763160706,921.0,893.0,0.7065344452857971,0.01,0.24534617364406586,0.6216669082641602,0.6235244274139404,0.6162499785423279,0.6291666626930237,1507.0,1479.0,0.5,0.5,0.5,240.0,240.0,47.147098541259766,0.0,0.5,0.5,0.5,0.5,240.0,240.0
1,0.6807291507720947,0.7451137900352478,0.6826481223106384,618.0,593.0,0.6004776358604431,0.01,0.3698982894420624,0.6822422742843628,0.6870712637901306,0.6781250238418579,0.6911458373069763,1327.0,1302.0,0.5,0.5163476467132568,0.5288076996803284,215.0,260.0,5.040922164916992,0.010042214766144753,0.5015616416931152,0.5047619342803955,0.5520833134651184,0.4583333432674408,220.0,265.0
2,0.7203124761581421,0.7886040210723877,0.7166823148727417,548.0,533.0,0.5585305094718933,0.01,0.4375762939453125,0.7183484435081482,0.7202099561691284,0.7145833373069763,0.7223958373069763,1387.0,1372.0,0.6145833134651184,0.6676215529441833,0.6186804175376892,184.0,181.0,0.7987440824508667,0.23969656229019165,0.618567168712616,0.6205450892448425,0.6166666746139526,0.6229166388511658,299.0,296.0
3,0.7572916746139526,0.8296492695808411,0.7521800398826599,483.0,462.0,0.5120575428009033,0.01,0.5082514882087708,0.7521087527275085,0.7567140460014343,0.7484375238418579,0.7593749761581421,1458.0,1437.0,0.5479166507720947,0.6048026084899902,0.5448444485664368,220.0,213.0,0.9270036816596985,0.09790962189435959,0.5496991872787476,0.5496828556060791,0.5416666865348816,0.5562499761581421,267.0,260.0
4,0.7869791388511658,0.869814932346344,0.7854963541030884,407.0,418.0,0.45662152767181396,0.01,0.5708649158477783,0.7877220511436462,0.7835318446159363,0.7880208492279053,0.7822916507720947,1502.0,1513.0,0.6937500238418579,0.7506445646286011,0.6948649883270264,145.0,149.0,0.6027200222015381,0.3875958323478699,0.695739209651947,0.692148745059967,0.6979166865348816,0.6895833611488342,331.0,335.0
5,0.8161458373069763,0.8926156163215637,0.8137466907501221,360.0,354.0,0.4163740575313568,0.01,0.6284105777740479,0.8133344650268555,0.815047025680542,0.8125,0.815625011920929,1566.0,1560.0,0.6729166507720947,0.725748598575592,0.6720568537712097,158.0,156.0,0.75005042552948,0.3458455502986908,0.6725378632545471,0.6736401915550232,0.6708333492279053,0.675000011920929,324.0,322.0
6,0.8239583373069763,0.9081065058708191,0.8230239152908325,339.0,341.0,0.3823014497756958,0.01,0.6460505127906799,0.8233811855316162,0.8225806355476379,0.823437511920929,0.8223958611488342,1579.0,1581.0,0.6291666626930237,0.6974587440490723,0.6300264596939087,178.0,177.0,0.964577317237854,0.2604380249977112,0.6295454502105713,0.630480170249939,0.6291666626930237,0.6312500238418579,303.0,302.0
7,0.8776041865348816,0.9497565031051636,0.876861035823822,238.0,234.0,0.2880935072898865,0.01,0.7542873024940491,0.8765838146209717,0.8778705596923828,0.8760416507720947,0.878125011920929,1686.0,1682.0,0.6645833253860474,0.7104449272155762,0.6661652326583862,160.0,160.0,0.8863906860351562,0.3333496153354645,0.6675956845283508,0.6666666865348816,0.6666666865348816,0.6666666865348816,320.0,320.0
8,0.8927083611488342,0.9606021046638489,0.892950177192688,206.0,205.0,0.2556383013725281,0.0009999999,0.7860506772994995,0.8928458094596863,0.8931735157966614,0.8927083611488342,0.8932291865348816,1715.0,1714.0,0.7041666507720947,0.7427777647972107,0.7030092477798462,143.0,142.0,0.8824536204338074,0.4062754511833191,0.7023358941078186,0.7035490870475769,0.7020833492279053,0.7041666507720947,338.0,337.0
9,0.9468749761581421,0.985569953918457,0.9468799233436584,102.0,102.0,0.15981554985046387,0.0009999999,0.8938513398170471,0.9469586610794067,0.9468749761581421,0.9468749761581421,0.9468749761581421,1818.0,1818.0,0.7020833492279053,0.7789757251739502,0.7007701992988586,144.0,143.0,0.7718774080276489,0.4021393954753876,0.700541615486145,0.7014613747596741,0.699999988079071,0.7020833492279053,337.0,336.0
10,0.9624999761581421,0.9942694306373596,0.9643257856369019,69.0,68.0,0.1098887175321579,0.0009999999,0.9286816716194153,0.9640899896621704,0.964564859867096,0.964062511920929,0.9645833373069763,1852.0,1851.0,0.7083333134651184,0.7645291090011597,0.7070766687393188,141.0,140.0,0.8564786314964294,0.414602667093277,0.7066919207572937,0.7077244520187378,0.706250011920929,0.7083333134651184,340.0,339.0
11,0.9708333611488342,0.9954502582550049,0.9713616967201233,55.0,55.0,0.09045843780040741,0.0009999999,0.9427383542060852,0.9713678359985352,0.9713541865348816,0.9713541865348816,0.9713541865348816,1865.0,1865.0,0.7104166746139526,0.7799087762832642,0.7110118865966797,139.0,138.0,0.8492873907089233,0.422921746969223,0.7113005518913269,0.7118998169898987,0.7104166746139526,0.7124999761581421,342.0,341.0
12,0.984375,0.9980483055114746,0.9846223592758179,30.0,29.0,0.05907285958528519,0.0009999999,0.9692919254302979,0.9844202399253845,0.984887957572937,0.984375,0.9848958253860474,1891.0,1890.0,0.6958333253860474,0.756872832775116,0.6954876780509949,147.0,144.0,1.0011650323867798,0.3937714397907257,0.6964720487594604,0.698113203048706,0.6937500238418579,0.699999988079071,336.0,333.0
13,0.9895833134651184,0.9989044070243835,0.9895420074462891,22.0,18.0,0.04587111994624138,0.0009999999,0.9791966676712036,0.9886520504951477,0.9906054139137268,0.9885416626930237,0.9906250238418579,1902.0,1898.0,0.6895833611488342,0.7500650882720947,0.6901123523712158,149.0,148.0,1.0663869380950928,0.3812510073184967,0.6905934810638428,0.6910229921340942,0.6895833611488342,0.6916666626930237,332.0,331.0
14,0.9817708134651184,0.9965764880180359,0.9830518960952759,34.0,31.0,0.06336723268032074,0.0009999999,0.9661837220191956,0.9823694825172424,0.9838289022445679,0.9822916388511658,0.9838541746139526,1889.0,1886.0,0.6916666626930237,0.7750043869018555,0.6908012628555298,148.0,149.0,1.0063446760177612,0.3812713623046875,0.6913306713104248,0.6902287006378174,0.6916666626930237,0.6895833611488342,331.0,332.0
15,0.9895833134651184,0.9994500875473022,0.9898476004600525,19.0,20.0,0.037717800587415695,9.999999e-05,0.9797111749649048,0.9901199340820312,0.989588737487793,0.9901041388511658,0.9895833134651184,1900.0,1901.0,0.7083333134651184,0.7677235007286072,0.7069444060325623,141.0,140.0,1.0200014114379883,0.41459453105926514,0.706944465637207,0.7077244520187378,0.706250011920929,0.7083333134651184,340.0,339.0
16,0.9916666746139526,0.9991245865821838,0.9919227957725525,16.0,15.0,0.040514733642339706,9.999999e-05,0.9838778376579285,0.9916982054710388,0.9921834468841553,0.9916666746139526,0.9921875,1905.0,1904.0,0.7124999761581421,0.7663823366165161,0.7104710340499878,139.0,139.0,1.0538694858551025,0.42085570096969604,0.7103087902069092,0.7104166746139526,0.7104166746139526,0.7104166746139526,341.0,341.0
17,0.9937499761581421,0.9992436170578003,0.9948071837425232,9.0,11.0,0.0314464196562767,9.999999e-05,0.9896290898323059,0.9953262805938721,0.9942768216133118,0.995312511920929,0.9942708611488342,1909.0,1911.0,0.7083333134651184,0.7633311152458191,0.7083332538604736,140.0,140.0,1.0817608833312988,0.4166666567325592,0.7083333134651184,0.7083333134651184,0.7083333134651184,0.7083333134651184,340.0,340.0
18,0.9932291507720947,0.9997042417526245,0.9929646253585815,14.0,13.0,0.03436019644141197,9.999999e-05,0.9859454035758972,0.9927241206169128,0.993225634098053,0.9927083253860474,0.9932291507720947,1907.0,1906.0,0.706250011920929,0.7668858766555786,0.7079364657402039,141.0,139.0,1.0647554397583008,0.4167073667049408,0.7070707082748413,0.7092050313949585,0.706250011920929,0.7104166746139526,341.0,339.0
19,0.9901041388511658,0.9993278384208679,0.9898713827133179,19.0,20.0,0.0374661423265934,9.999999e-05,0.9797086119651794,0.9900684952735901,0.989588737487793,0.9901041388511658,0.9895833134651184,1900.0,1901.0,0.7104166746139526,0.7634656429290771,0.7108374834060669,139.0,139.0,1.0921050310134888,0.4208863079547882,0.7095581293106079,0.7104166746139526,0.7104166746139526,0.7104166746139526,341.0,341.0
20,0.9916666746139526,0.9995043873786926,0.9914020895957947,17.0,16.0,0.03178165480494499,9.999999e-06,0.9828203916549683,0.991161584854126,0.991662323474884,0.9911458492279053,0.9916666746139526,1904.0,1903.0,0.7083333134651184,0.7658854126930237,0.709126889705658,140.0,139.0,1.0797274112701416,0.4187673032283783,0.7088384032249451,0.7098121047019958,0.7083333134651184,0.7104166746139526,341.0,340.0
21,0.9932291507720947,0.999443769454956,0.992699921131134,14.0,14.0,0.03201098367571831,9.999999e-06,0.9854319095611572,0.9927398562431335,0.9927083253860474,0.9927083253860474,0.9927083253860474,1906.0,1906.0,0.7041666507720947,0.7656987309455872,0.7040501236915588,142.0,142.0,1.0762593746185303,0.40838825702667236,0.7044171690940857,0.7041666507720947,0.7041666507720947,0.7041666507720947,338.0,338.0
0,0.6135416626930237,0.6668727397918701,0.6104724407196045,885.0,912.0,0.7159312963485718,0.01,0.21882759034633636,0.612412691116333,0.6242274641990662,0.6312500238418579,0.6020833253860474,1488.0,1515.0,0.48124998807907104,0.4895377457141876,0.5531131625175476,172.0,318.0,11109.07421875,-0.014207903295755386,0.5066666603088379,0.49201276898384094,0.6416666507720947,0.3375000059604645,162.0,308.0
1,0.6796875,0.7371035218238831,0.6733000874519348,619.0,642.0,0.6067342758178711,0.01,0.3438243865966797,0.674186110496521,0.6695831418037415,0.6776041388511658,0.6656249761581421,1278.0,1301.0,0.5083333253860474,0.5105208158493042,0.5139757394790649,232.0,240.0,9.311184883117676,0.016562549397349358,0.5049645900726318,0.5081967115402222,0.5166666507720947,0.5,240.0,248.0
2,0.6989583373069763,0.7622436285018921,0.6976045370101929,576.0,589.0,0.5855486392974854,0.01,0.39369115233421326,0.6981235146522522,0.6952922940254211,0.699999988079071,0.6932291388511658,1331.0,1344.0,0.5562499761581421,0.6099826693534851,0.5562499761581421,213.0,213.0,1.162468433380127,0.11249999701976776,0.5562499761581421,0.5562499761581421,0.5562499761581421,0.5562499761581421,267.0,267.0
3,0.6822916865348816,0.7569658160209656,0.6816713809967041,607.0,619.0,0.5874663591384888,0.01,0.3618801534175873,0.6820229291915894,0.6796066164970398,0.6838541626930237,0.6776041388511658,1301.0,1313.0,0.59375,0.6590364575386047,0.59663987159729,193.0,198.0,0.755211591720581,0.18527059257030487,0.5896551609039307,0.5917525887489319,0.5979166626930237,0.5874999761581421,282.0,287.0
4,0.7401041388511658,0.8185900449752808,0.7398799657821655,493.0,510.0,0.5210279226303101,0.01,0.4779457151889801,0.7412360906600952,0.7367062568664551,0.7432291507720947,0.734375,1410.0,1427.0,0.6520833373069763,0.746315062046051,0.6531633734703064,166.0,168.0,0.6035282611846924,0.3041890561580658,0.6519753932952881,0.6514523029327393,0.6541666388511658,0.6499999761581421,312.0,314.0
5,0.7583333253860474,0.8380281925201416,0.7536913156509399,469.0,480.0,0.4975239634513855,0.01,0.5059494376182556,0.7541885375976562,0.7514241337776184,0.7557291388511658,0.75,1440.0,1451.0,0.637499988079071,0.6969748139381409,0.6345237493515015,176.0,174.0,0.7379413843154907,0.270843505859375,0.6351010203361511,0.6359832882881165,0.6333333253860474,0.637499988079071,306.0,304.0
6,0.7916666865348816,0.867691159248352,0.7875222563743591,408.0,407.0,0.4597928822040558,0.01,0.5758166909217834,0.7881279587745667,0.7879103422164917,0.7875000238418579,0.7880208492279053,1513.0,1512.0,0.7083333134651184,0.760935366153717,0.70760577917099,141.0,139.0,0.6735875010490417,0.41668701171875,0.7077019810676575,0.7092050313949585,0.706250011920929,0.7104166746139526,341.0,339.0
7,0.7963541746139526,0.8839614987373352,0.799386739730835,379.0,393.0,0.4253383278846741,0.01,0.5982362031936646,0.8019313812255859,0.7967942357063293,0.8026041388511658,0.7953125238418579,1527.0,1541.0,0.5958333611488342,0.6615428924560547,0.5958332419395447,194.0,194.0,0.756872296333313,0.19166666269302368,0.5958333611488342,0.5958333611488342,0.5958333611488342,0.5958333611488342,286.0,286.0
8,0.8374999761581421,0.9143919944763184,0.8333279490470886,318.0,323.0,0.3716786503791809,0.01,0.6663745641708374,0.834033727645874,0.8322077989578247,0.8343750238418579,0.8317708373069763,1597.0,1602.0,0.643750011920929,0.727087676525116,0.6446428298950195,171.0,170.0,0.6991738080978394,0.2896067202091217,0.6440656781196594,0.6450939178466797,0.643750011920929,0.6458333134651184,310.0,309.0
9,0.8494791388511658,0.9240972995758057,0.847162127494812,292.0,296.0,0.352403461933136,0.01,0.6938731074333191,0.8474380373954773,0.8461538553237915,0.8479166626930237,0.8458333611488342,1624.0,1628.0,0.71875,0.7954167127609253,0.7175713777542114,137.0,133.0,0.6627965569496155,0.4376761019229889,0.7170220017433167,0.720588207244873,0.7145833373069763,0.7229166626930237,347.0,343.0
10,0.8671875,0.9436461329460144,0.8661819696426392,258.0,256.0,0.3037281334400177,0.01,0.7324525713920593,0.8656701445579529,0.8665276169776917,0.8656250238418579,0.8666666746139526,1664.0,1662.0,0.71875,0.7802409529685974,0.7187499403953552,135.0,135.0,0.7800422310829163,0.4375,0.71875,0.71875,0.71875,0.71875,345.0,345.0
