folder,network,accuracy,precision,sensitivity,specificity,fmeasure,npv,mcc,auc,tn,fp,fn,tp,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_fmeasure,val_npv,val_mcc,val_auc,val_tn,val_fp,val_fn,val_tp,val_runtime
36,KNN,0.7458333333333333,0.83810888252149,0.609375,0.8822916666666667,0.7056694813027744,0.6931260228565362,0.5110679946661539,0.8409955512152778,847,113,375,585,41.44987750053406,0.66875,0.684931506849315,0.625,0.7125,0.65359477124183,0.6551724135420794,0.3387994587020709,0.7264930555555557,171,69,90,150,0.20773601531982422
37,KNN,0.7484375,0.8431654676258993,0.6104166666666667,0.8864583333333333,0.7081570996978852,0.6946938774943107,0.5169611804911293,0.8534342447916667,851,109,374,586,40.98589372634888,0.5854166666666667,0.6051282051282051,0.49166666666666664,0.6791666666666667,0.542528735632184,0.5719298243607264,0.17391783521337925,0.6282291666666666,163,77,122,118,0.14861583709716797
38,KNN,0.8416666666666667,0.8588621444201313,0.8177083333333334,0.865625,0.8377801494130204,0.826043737492441,0.6841191558223129,0.9109223090277778,831,129,175,785,43.091174602508545,0.63125,0.6363636363636364,0.6125,0.65,0.6242038216560509,0.6265060238447767,0.2626847652049044,0.667421875,156,84,93,147,0.14574456214904785
39,KNN,0.8520833333333333,0.8673913043478261,0.83125,0.8729166666666667,0.848936170212766,0.8379999999162,0.7047787195129127,0.9205577256944445,838,122,162,798,45.19963526725769,0.5895833333333333,0.5990783410138248,0.5416666666666666,0.6375,0.5689277899343544,0.5817490492084604,0.17999511323308376,0.6249913194444445,153,87,110,130,0.13425207138061523
40,KNN,0.7447916666666666,0.8357142857142857,0.609375,0.8802083333333334,0.7048192771084336,0.6926229507628997,0.508591295036021,0.8453917100694445,845,115,375,585,45.69291639328003,0.6166666666666667,0.6333333333333333,0.5541666666666667,0.6791666666666667,0.5911111111111111,0.6037037034801097,0.2351778943168525,0.6709114583333333,163,77,107,133,0.12894225120544434
41,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999998958333,1.0,1.0,960,0,0,960,46.34748435020447,0.5541666666666667,0.55,0.5958333333333333,0.5125,0.572,0.5590909088367769,0.1087114613009218,0.5541666666666666,123,117,97,143,0.13343524932861328
42,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999998958333,1.0,1.0,960,0,0,960,48.903640031814575,0.5770833333333333,0.5631399317406144,0.6875,0.4666666666666667,0.6191369606003752,0.5989304809631388,0.1580691473413002,0.6198784722222221,112,128,75,165,0.5635843276977539
43,KNN,0.7489583333333333,0.8404558404558404,0.6145833333333334,0.8833333333333333,0.7099879663056557,0.6962233168558108,0.5169347126151953,0.8503065321180556,848,112,370,590,47.796111822128296,0.5708333333333333,0.5833333333333334,0.49583333333333335,0.6458333333333334,0.5360360360360361,0.5615942026950745,0.14328782560351586,0.6107291666666667,155,85,121,119,0.14161276817321777
44,KNN,0.8114583333333333,0.822198275862069,0.7947916666666667,0.828125,0.8082627118644067,0.8014112902417933,0.6232630201361123,0.8864002821180555,795,165,197,763,47.75442147254944,0.5979166666666667,0.5914396887159533,0.6333333333333333,0.5625,0.6116700201207244,0.6053811656478112,0.1963264730817871,0.6505295138888889,135,105,88,152,0.1314241886138916
45,KNN,0.8536458333333333,0.8694232861806311,0.8322916666666667,0.875,0.8504523682810006,0.8391608390770069,0.7079376010541542,0.9202105034722222,840,120,161,799,48.367393493652344,0.5916666666666667,0.5909090909090909,0.5958333333333333,0.5875,0.5933609958506224,0.5924369745409929,0.18333969940564226,0.6354774305555555,141,99,97,143,0.16897988319396973
