epoch,accuracy,auc,f1_score,fn,fp,loss,lr,mcc,npv,precision,recall,specificity,tn,tp,val_accuracy,val_auc,val_f1_score,val_fn,val_fp,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity,val_tn,val_tp
0,0.5817708373069763,0.5739611983299255,0.5808864831924438,1044.0,1042.0,0.707658588886261,0.01,0.1643088310956955,0.5824734568595886,0.5654712319374084,0.5649999976158142,0.5822916626930237,1358.0,1356.0,0.5,0.5,0.5,240.0,240.0,19.54884147644043,0.0,0.5,0.5,0.5,0.5,240.0,240.0
1,0.6416666507720947,0.6979501247406006,0.637668251991272,698.0,687.0,0.630402147769928,0.01,0.2789960205554962,0.6395612955093384,0.6401256918907166,0.6364583373069763,0.6421874761581421,1233.0,1222.0,0.5,0.5333290100097656,0.5,240.0,240.0,0.9619367718696594,0.0,0.5,0.5,0.5,0.5,240.0,240.0
2,0.6567708253860474,0.7108345627784729,0.6546276807785034,666.0,656.0,0.6201339364051819,0.01,0.3116382658481598,0.6552712917327881,0.6565445065498352,0.653124988079071,0.6583333611488342,1264.0,1254.0,0.5,0.570045530796051,0.5,240.0,240.0,1.8224998712539673,0.0,0.5,0.5,0.5,0.5,240.0,240.0
3,0.6776041388511658,0.7402729988098145,0.6781083345413208,625.0,605.0,0.5968303680419922,0.01,0.35967397689819336,0.6776965856552124,0.6815789341926575,0.6744791865348816,0.6848958134651184,1315.0,1295.0,0.5,0.5945876836776733,0.5,240.0,240.0,1.2964969873428345,0.0,0.5,0.5,0.5,0.5,240.0,240.0
4,0.703125,0.7690927386283875,0.7035743594169617,564.0,578.0,0.5752725005149841,0.0009999999,0.405406653881073,0.704373300075531,0.7011375427246094,0.706250011920929,0.6989583373069763,1342.0,1356.0,0.5,0.6012499928474426,0.5,240.0,240.0,1.5851366519927979,0.0,0.5,0.5,0.5,0.5,240.0,240.0
5,0.7223958373069763,0.7947825789451599,0.7225631475448608,531.0,536.0,0.5467965006828308,0.0009999999,0.44452381134033203,0.7226909399032593,0.7215584516525269,0.723437488079071,0.7208333611488342,1384.0,1389.0,0.5,0.6022873520851135,0.5,240.0,240.0,1.571789264678955,0.0,0.5,0.5,0.5,0.5,240.0,240.0
