epoch,accuracy,auc,f1_score,fn,fp,loss,lr,mcc,npv,precision,recall,specificity,tn,tp,val_accuracy,val_auc,val_f1_score,val_fn,val_fp,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity,val_tn,val_tp
0,0.5765625238418579,0.56390780210495,0.5666024684906006,1065.0,1083.0,0.7157260179519653,0.01,0.13165554404258728,0.5665874481201172,0.5521091818809509,0.5562499761581421,0.5609375238418579,1317.0,1335.0,0.5,0.5,0.5,240.0,240.0,21.214168548583984,0.0,0.5,0.5,0.5,0.5,240.0,240.0
1,0.621874988079071,0.6526420712471008,0.6128646731376648,736.0,756.0,0.6694010496139526,0.01,0.22331999242305756,0.6136454939842224,0.6103093028068542,0.6166666746139526,0.606249988079071,1164.0,1184.0,0.5,0.5,0.5,240.0,240.0,8.544366836547852,0.0,0.5,0.5,0.5,0.5,240.0,240.0
2,0.6390625238418579,0.6955379247665405,0.6388463377952576,684.0,716.0,0.6461376547813416,0.01,0.2708987593650818,0.6365285515785217,0.6331967115402222,0.643750011920929,0.6270833611488342,1204.0,1236.0,0.5,0.5,0.5,240.0,240.0,4.783041000366211,0.0,0.5,0.5,0.5,0.5,240.0,240.0
3,0.653124988079071,0.7069293260574341,0.6543164849281311,656.0,680.0,0.6271980404853821,0.01,0.3044610321521759,0.6538611650466919,0.6502057909965515,0.6583333611488342,0.6458333134651184,1240.0,1264.0,0.5,0.5088671445846558,0.5,240.0,240.0,3.7573025226593018,0.0,0.5,0.5,0.5,0.5,240.0,240.0
4,0.6953125,0.7573966979980469,0.6947304010391235,589.0,581.0,0.595675528049469,0.0009999999,0.3906570374965668,0.6943995952606201,0.6961296796798706,0.6932291388511658,0.6973958611488342,1339.0,1331.0,0.5062500238418579,0.634019136428833,0.5021163821220398,239.0,234.0,1.3264625072479248,0.01409268006682396,0.5114477872848511,0.5073684453964233,0.5020833611488342,0.512499988079071,246.0,241.0
5,0.723437488079071,0.7869493365287781,0.7200857400894165,541.0,531.0,0.558880627155304,0.0009999999,0.441720575094223,0.7197467684745789,0.7219895124435425,0.7182291746139526,0.723437488079071,1389.0,1379.0,0.5,0.6123697757720947,0.5,240.0,240.0,2.3470077514648438,0.0,0.5,0.5,0.5,0.5,240.0,240.0
6,0.7338541746139526,0.7988739013671875,0.7335153222084045,515.0,506.0,0.5460602641105652,0.0009999999,0.4682655334472656,0.7329861521720886,0.7352171540260315,0.7317708134651184,0.7364583611488342,1414.0,1405.0,0.5,0.5470486283302307,0.5,240.0,240.0,2.9871718883514404,0.0,0.5,0.5,0.5,0.5,240.0,240.0
7,0.7463541626930237,0.826707661151886,0.7457241415977478,489.0,487.0,0.5138821601867676,0.0009999999,0.49168598651885986,0.7455431818962097,0.7460896968841553,0.745312511920929,0.7463541626930237,1433.0,1431.0,0.5,0.5010416507720947,0.5,240.0,240.0,3.887890577316284,0.0,0.5,0.5,0.5,0.5,240.0,240.0
8,0.7640625238418579,0.8450000286102295,0.7634038925170898,455.0,453.0,0.490164190530777,9.999999e-05,0.527118444442749,0.7633160948753357,0.7638164758682251,0.7630208134651184,0.7640625238418579,1467.0,1465.0,0.5,0.6004818081855774,0.5,240.0,240.0,2.6055612564086914,0.0,0.5,0.5,0.5,0.5,240.0,240.0
9,0.7838541865348816,0.8541426658630371,0.7823455929756165,419.0,416.0,0.4810786545276642,9.999999e-05,0.565149188041687,0.7822142243385315,0.782994270324707,0.7817708253860474,0.7833333611488342,1504.0,1501.0,0.5020833611488342,0.6469422578811646,0.5020833611488342,239.0,239.0,1.6344555616378784,0.004166666883975267,0.5020833611488342,0.5020833611488342,0.5020833611488342,0.5020833611488342,241.0,241.0
