subset,strategy,model,runtime,val_runtime,total_runtime,accuracy_mean,accuracy_median,accuracy_lower,accuracy_upper,accuracy_lower_whisker,accuracy_upper_whisker,precision_mean,precision_median,precision_lower,precision_upper,precision_lower_whisker,precision_upper_whisker,sensitivity_mean,sensitivity_median,sensitivity_lower,sensitivity_upper,sensitivity_lower_whisker,sensitivity_upper_whisker,specificity_mean,specificity_median,specificity_lower,specificity_upper,specificity_lower_whisker,specificity_upper_whisker,f1_score_mean,f1_score_median,f1_score_lower,f1_score_upper,f1_score_lower_whisker,f1_score_upper_whisker,auc_mean,auc_median,auc_lower,auc_upper,auc_lower_whisker,auc_upper_whisker,val_accuracy_mean,val_accuracy_median,val_accuracy_lower,val_accuracy_upper,val_accuracy_lower_whisker,val_accuracy_upper_whisker,val_precision_mean,val_precision_median,val_precision_lower,val_precision_upper,val_precision_lower_whisker,val_precision_upper_whisker,val_sensitivity_mean,val_sensitivity_median,val_sensitivity_lower,val_sensitivity_upper,val_sensitivity_lower_whisker,val_sensitivity_upper_whisker,val_specificity_mean,val_specificity_median,val_specificity_lower,val_specificity_upper,val_specificity_lower_whisker,val_specificity_upper_whisker,val_f1_score_mean,val_f1_score_median,val_f1_score_lower,val_f1_score_upper,val_f1_score_lower_whisker,val_f1_score_upper_whisker,val_auc_mean,val_auc_median,val_auc_lower,val_auc_upper,val_auc_lower_whisker,val_auc_upper_whisker
45,DL,DenseNet201,13172.918681621552,211.84116101264954,13384.759842634201,97.2520837187767,99.08854365348816,97.52604216337203,99.63541626930235,94.36198100447653,102.79947742819786,97.24663084745407,99.0632712841034,97.57938534021379,99.6352732181549,94.49555352330212,102.71910503506656,97.2223961353302,99.1406261920929,97.63020873069763,99.59635436534882,94.68099027872086,102.54557281732559,97.24843788146973,99.06249940395355,97.5781261920929,99.63541626930235,94.49219107627871,102.72135138511655,97.2337064743042,99.10173118114471,97.6048529148102,99.60426390171051,94.60573643445971,102.60338038206098,99.10823661088943,99.95886981487274,99.69049096107483,99.99414682388306,99.23500716686249,100.4496306180954,77.25000017881393,77.18749940395355,75.5208358168602,78.80208492279053,70.5989621579647,83.72395858168602,77.19238650798798,77.0832359790802,75.49499720335007,78.9002925157547,70.38705423474312,84.00823548436165,77.15416675806046,77.29166746139526,75.15625208616257,79.06249910593033,69.29688155651093,84.92186963558197,77.20208328962326,77.08333134651184,75.36458373069763,79.01041656732559,69.89583447575569,84.47916582226753,77.16747152805328,77.2431492805481,75.28161704540253,78.80079597234726,70.00284865498543,84.07956436276436,83.67553389072418,83.93760919570923,81.51654303073883,85.69335490465164,75.25132521986961,91.95857271552086
