subset,strategy,model,runtime,val_runtime,total_runtime,accuracy_mean,accuracy_median,accuracy_lower,accuracy_upper,accuracy_lower_whisker,accuracy_upper_whisker,precision_mean,precision_median,precision_lower,precision_upper,precision_lower_whisker,precision_upper_whisker,sensitivity_mean,sensitivity_median,sensitivity_lower,sensitivity_upper,sensitivity_lower_whisker,sensitivity_upper_whisker,specificity_mean,specificity_median,specificity_lower,specificity_upper,specificity_lower_whisker,specificity_upper_whisker,f1_score_mean,f1_score_median,f1_score_lower,f1_score_upper,f1_score_lower_whisker,f1_score_upper_whisker,auc_mean,auc_median,auc_lower,auc_upper,auc_lower_whisker,auc_upper_whisker,val_accuracy_mean,val_accuracy_median,val_accuracy_lower,val_accuracy_upper,val_accuracy_lower_whisker,val_accuracy_upper_whisker,val_precision_mean,val_precision_median,val_precision_lower,val_precision_upper,val_precision_lower_whisker,val_precision_upper_whisker,val_sensitivity_mean,val_sensitivity_median,val_sensitivity_lower,val_sensitivity_upper,val_sensitivity_lower_whisker,val_sensitivity_upper_whisker,val_specificity_mean,val_specificity_median,val_specificity_lower,val_specificity_upper,val_specificity_lower_whisker,val_specificity_upper_whisker,val_f1_score_mean,val_f1_score_median,val_f1_score_lower,val_f1_score_upper,val_f1_score_lower_whisker,val_f1_score_upper_whisker,val_auc_mean,val_auc_median,val_auc_lower,val_auc_upper,val_auc_lower_whisker,val_auc_upper_whisker
80,DL,ResNet50V2,774.6219475269318,7.0885491371154785,781.7104966640472,99.17187511920929,99.97395873069763,98.2552081346512,100.0,95.63802033662799,102.6171877980232,99.1772723197937,100.0,98.29276353120804,100.0,95.7319088280201,102.56085470318794,99.17187511920929,99.94791746139526,98.21614623069763,100.0,95.54036557674408,102.67578065395355,99.17708337306976,100.0,98.29427003860472,100.0,95.73567509651181,102.55859494209292,99.17432487010956,99.97354745864868,98.25354218482971,100.0,95.63385546207428,102.61968672275543,99.90730106830597,99.99998211860657,99.81478750705719,99.99999850988388,99.53697100281715,100.27781501412392,80.24999976158142,79.89583313465118,77.8124988079071,82.86458253860474,70.23437321186066,90.44270813465118,80.20387947559357,79.87582683563232,77.67654359340668,82.85555690526962,69.90802362561226,90.62407687306404,80.12499988079071,79.79166507720947,77.39583402872086,82.81249850988388,69.27083730697632,90.93749523162842,80.22916615009308,79.89583313465118,77.76041477918625,82.86458253860474,70.10416314005852,90.52083417773247,80.15039801597595,79.81427907943726,77.48417109251022,82.8330710530281,69.4608211517334,90.85642099380493,86.3125628232956,86.1800104379654,84.13085788488388,88.70637267827988,77.26758569478989,95.56964486837387
