subset,strategy,model,runtime,val_runtime,total_runtime,accuracy_mean,accuracy_lower,accuracy_upper,precision_mean,precision_lower,precision_upper,sensitivity_mean,sensitivity_lower,sensitivity_upper,specificity_mean,specificity_lower,specificity_upper,f1_score_mean,f1_score_lower,f1_score_upper,auc_mean,auc_lower,auc_upper,val_accuracy_mean,val_accuracy_lower,val_accuracy_upper,val_precision_mean,val_precision_lower,val_precision_upper,val_sensitivity_mean,val_sensitivity_lower,val_sensitivity_upper,val_specificity_mean,val_specificity_lower,val_specificity_upper,val_f1_score_mean,val_f1_score_lower,val_f1_score_upper,val_auc_mean,val_auc_lower,val_auc_upper
05,DL,DenseNet201,269409.0242140293,2346.910195350647,271755.93440937996,0.8804270827770233,0.8160156309604645,0.9446614384651184,0.8787865275144577,0.8141052722930908,0.94304458796978,0.8787656247615814,0.8139322698116302,0.9445312321186066,0.878755207657814,0.8143229335546494,0.9430989474058151,0.8787318962812424,0.8141088932752609,0.9432582706212999,0.9395857048034668,0.8980991989374161,0.9872721880674363,0.679419641494751,0.6584821343421936,0.7008928656578064,0.6770183181762696,0.6556228250265121,0.6999328285455704,0.6771651786565781,0.653459832072258,0.705915167927742,0.6766517841815949,0.65625,0.703125,0.6768453443050384,0.653710350394249,0.700542762875557,0.7230478262901306,0.6953940689563751,0.7460326999425888
