epoch,accuracy,auc,f1_score,fn,fp,loss,lr,mcc,npv,precision,recall,specificity,tn,tp,val_accuracy,val_auc,val_f1_score,val_fn,val_fp,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity,val_tn,val_tp
0,0.6484375,0.7550039291381836,0.6394370794296265,758.0,791.0,0.6878831386566162,0.01,0.273637592792511,0.6387036442756653,0.67488694190979,0.684166669845581,0.628125011920929,1609.0,1642.0,0.47083333134651184,0.48576173186302185,0.46143561601638794,262.0,247.0,4.011027812957764,-0.06050417944788933,0.4697006046772003,0.46881720423698425,0.4541666805744171,0.4854166805744171,233.0,218.0
1,0.8005208373069763,0.8832440376281738,0.7973052263259888,374.0,413.0,0.43084850907325745,0.01,0.5908082127571106,0.8011656403541565,0.7891781330108643,0.8052083253860474,0.7848958373069763,1507.0,1546.0,0.612500011920929,0.584069013595581,0.612450361251831,179.0,202.0,3.6697795391082764,0.20673173666000366,0.6081870198249817,0.5984095335006714,0.6270833611488342,0.5791666507720947,278.0,301.0
2,0.8880208134651184,0.9554405808448792,0.8890724778175354,210.0,217.0,0.2705819308757782,0.01,0.7780604958534241,0.8904770016670227,0.8873897194862366,0.890625,0.8869791626930237,1703.0,1710.0,0.7291666865348816,0.800097644329071,0.7306783199310303,125.0,136.0,0.8297044634819031,0.45665568113327026,0.7347134947776794,0.723014235496521,0.7395833134651184,0.7166666388511658,344.0,355.0
3,0.9270833134651184,0.975954532623291,0.9264692664146423,138.0,145.0,0.19575266540050507,0.01,0.8528904318809509,0.9280545115470886,0.9247534871101379,0.9281250238418579,0.9244791865348816,1775.0,1782.0,0.731249988079071,0.8263866305351257,0.7315475940704346,129.0,128.0,0.9921587109565735,0.4645701050758362,0.7327020168304443,0.7327766418457031,0.731249988079071,0.7333333492279053,352.0,351.0
4,0.9515625238418579,0.9902384877204895,0.9523360729217529,93.0,90.0,0.12342493236064911,0.01,0.9047950506210327,0.9516775012016296,0.9530516266822815,0.9515625238418579,0.953125,1830.0,1827.0,0.768750011920929,0.8657009601593018,0.7674272060394287,112.0,111.0,0.6893281936645508,0.5354319214820862,0.7672348618507385,0.7682672142982483,0.7666666507720947,0.768750011920929,369.0,368.0
5,0.9661458134651184,0.9919835925102234,0.9661516547203064,64.0,66.0,0.10295634716749191,0.01,0.9323801398277283,0.9667394757270813,0.9656607508659363,0.9666666388511658,0.965624988079071,1854.0,1856.0,0.7166666388511658,0.7682660222053528,0.7132936716079712,139.0,135.0,1.2239447832107544,0.42921754717826843,0.7130050659179688,0.7163865566253662,0.7104166746139526,0.71875,345.0,341.0
6,0.9682291746139526,0.9948391318321228,0.9676823019981384,61.0,63.0,0.08520107716321945,0.01,0.9354756474494934,0.9683375954627991,0.9672216176986694,0.9682291746139526,0.9671875238418579,1857.0,1859.0,0.7895833253860474,0.8698894381523132,0.7867394089698792,103.0,101.0,0.6787807941436768,0.5750182867050171,0.7869318127632141,0.7887029051780701,0.7854166626930237,0.7895833253860474,379.0,377.0
7,0.9708333611488342,0.9941864013671875,0.9712715148925781,57.0,53.0,0.08690261840820312,0.01,0.9427357912063599,0.9705018997192383,0.9723381996154785,0.9703124761581421,0.9723958373069763,1867.0,1863.0,0.7437499761581421,0.8031835556030273,0.7437499165534973,123.0,123.0,1.13412606716156,0.48750001192092896,0.7437499761581421,0.7437499761581421,0.7437499761581421,0.7437499761581421,357.0,357.0
8,0.9864583611488342,0.9990324974060059,0.986474335193634,25.0,27.0,0.04089505225419998,0.01,0.9729319214820862,0.9869623780250549,0.9859521389007568,0.9869791865348816,0.9859374761581421,1893.0,1895.0,0.7708333134651184,0.8405837416648865,0.7705122828483582,110.0,111.0,0.8996480703353882,0.5396331548690796,0.769417941570282,0.7692307829856873,0.7708333134651184,0.768750011920929,369.0,370.0
9,0.987500011920929,0.9987568259239197,0.9872756600379944,23.0,26.0,0.03442328795790672,0.01,0.9745013117790222,0.9879704117774963,0.9864794611930847,0.9880208373069763,0.9864583611488342,1894.0,1897.0,0.6291666626930237,0.6693924069404602,0.6310255527496338,177.0,178.0,2.0919277667999268,0.2603973150253296,0.6295698881149292,0.6299376487731934,0.6312500238418579,0.6291666626930237,302.0,303.0
