epoch,accuracy,auc,f1_score,fn,fp,loss,lr,mcc,npv,precision,recall,specificity,tn,tp,val_accuracy,val_auc,val_f1_score,val_fn,val_fp,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity,val_tn,val_tp
0,0.542187511920929,0.5706048011779785,0.5203949213027954,1097.0,1092.0,0.8436108827590942,0.01,0.04488727077841759,0.5218966603279114,0.5440500974655151,0.5429166555404663,0.5255208611488342,1308.0,1303.0,0.5,0.5,0.5,240.0,240.0,0.6934196352958679,0.0,0.5,0.5,0.5,0.5,240.0,240.0
1,0.5843750238418579,0.5910902619361877,0.5652628540992737,830.0,843.0,0.7085251212120056,0.01,0.1290421485900879,0.5645304322242737,0.5638903379440308,0.5677083134651184,0.5609375238418579,1077.0,1090.0,0.5,0.5018185377120972,0.5,240.0,239.0,0.6941142678260803,0.0020517667289823294,0.5020201802253723,0.5010438561439514,0.5,0.5020833611488342,241.0,240.0
2,0.5859375,0.6129004955291748,0.5813897252082825,799.0,811.0,0.6810742020606995,0.01,0.16170981526374817,0.5816066265106201,0.5802277326583862,0.5838541388511658,0.5776041746139526,1109.0,1121.0,0.5645833611488342,0.5584635734558105,0.023549778386950493,474.0,4.0,0.6922596096992493,0.00638521509245038,0.5011102557182312,0.6000000238418579,0.012500000186264515,0.9916666746139526,476.0,6.0
3,0.6078125238418579,0.6411080956459045,0.6027886867523193,766.0,754.0,0.6699097156524658,0.01,0.20861241221427917,0.6034566164016724,0.6048218011856079,0.6010416746139526,0.6072916388511658,1166.0,1154.0,0.5,0.5480968356132507,0.4989418089389801,241.0,232.0,0.6927624344825745,0.014243785291910172,0.5139037370681763,0.5074309706687927,0.49791666865348816,0.5166666507720947,248.0,239.0
4,0.5989583134651184,0.6435725688934326,0.5991220474243164,767.0,773.0,0.6648967266082764,0.01,0.19813677668571472,0.5998637080192566,0.5986500382423401,0.6005208492279053,0.5973958373069763,1147.0,1153.0,0.5354166626930237,0.5563151240348816,0.5230571627616882,231.0,211.0,0.6886472702026367,0.07788016647100449,0.5489879250526428,0.541304349899292,0.518750011920929,0.5604166388511658,269.0,249.0
5,0.6244791746139526,0.6852421164512634,0.6280651688575745,716.0,710.0,0.6359241604804993,0.01,0.2574755549430847,0.628130316734314,0.6290491223335266,0.6270833611488342,0.6302083134651184,1210.0,1204.0,0.5874999761581421,0.6157508492469788,0.5943217873573303,192.0,205.0,0.6718655228614807,0.1726684421300888,0.5832668542861938,0.5841785073280334,0.6000000238418579,0.5729166865348816,275.0,288.0
6,0.6052083373069763,0.6543944478034973,0.610619306564331,747.0,747.0,0.6480291485786438,0.01,0.22216127812862396,0.6112731695175171,0.6109374761581421,0.6109374761581421,0.6109374761581421,1173.0,1173.0,0.5666666626930237,0.5967903733253479,0.5674718022346497,207.0,210.0,0.6926860809326172,0.1311754584312439,0.5648611187934875,0.5652173757553101,0.5687500238418579,0.5625,270.0,273.0
7,0.6244791746139526,0.6835431456565857,0.6246377229690552,723.0,714.0,0.6321632862091064,0.01,0.2517393231391907,0.6256084442138672,0.6263736486434937,0.6234375238418579,0.628125011920929,1206.0,1197.0,0.6270833611488342,0.6781227588653564,0.6297338008880615,176.0,183.0,0.6438350081443787,0.25210073590278625,0.62583327293396,0.6242299675941467,0.6333333253860474,0.6187499761581421,297.0,304.0
8,0.629687488079071,0.6957798004150391,0.6287643909454346,713.0,712.0,0.6261273622512817,0.01,0.2579355537891388,0.6288249492645264,0.6289734244346619,0.6286458373069763,0.6291666626930237,1208.0,1207.0,0.6104166507720947,0.6680360436439514,0.6066307425498962,192.0,182.0,0.6452012658119202,0.22093719244003296,0.6074568629264832,0.6127659678459167,0.6000000238418579,0.6208333373069763,298.0,288.0
9,0.645312488079071,0.7169706225395203,0.6425071954727173,687.0,686.0,0.6090043187141418,0.01,0.284995973110199,0.6420494914054871,0.6425221562385559,0.6421874761581421,0.6427083611488342,1234.0,1233.0,0.5562499761581421,0.5464453101158142,0.556144118309021,213.0,212.0,0.7236993908882141,0.11458433419466019,0.5584983229637146,0.557411253452301,0.5562499761581421,0.5583333373069763,268.0,267.0
10,0.6640625,0.725248396396637,0.6614007949829102,653.0,644.0,0.6110861301422119,0.01,0.3246012032032013,0.6615864038467407,0.66300368309021,0.6598958373069763,0.6645833253860474,1276.0,1267.0,0.53125,0.56389319896698,0.5337553024291992,224.0,226.0,0.7210749387741089,0.06242245063185692,0.5281051993370056,0.5311203598976135,0.5333333611488342,0.5291666388511658,254.0,256.0
11,0.6411458253860474,0.7136332988739014,0.6401998400688171,693.0,686.0,0.6137549877166748,0.0009999999,0.28187206387519836,0.6403898596763611,0.641400933265686,0.6390625238418579,0.6427083611488342,1234.0,1227.0,0.5604166388511658,0.6031119227409363,0.5601922869682312,211.0,212.0,0.6981929540634155,0.11873067170381546,0.5587365627288818,0.5592515468597412,0.5604166388511658,0.5583333373069763,268.0,269.0
12,0.6713541746139526,0.7477778792381287,0.6688991189002991,637.0,634.0,0.5827665328979492,0.0009999999,0.3381040692329407,0.6684342622756958,0.6692749261856079,0.6682291626930237,0.6697916388511658,1286.0,1283.0,0.6166666746139526,0.656471312046051,0.6166666150093079,184.0,184.0,0.6774129867553711,0.23333333432674408,0.6166666746139526,0.6166666746139526,0.6166666746139526,0.6166666746139526,296.0,296.0
